OBJECTID,SUBJ_STATE,FEATURE,Shape__Area,Shape__Length
926,OREGON,1,33174.3265380859,786.123605332152
927,OREGON,1,53357.2001953125,950.750540803042
928,OREGON,1,19396.7574462891,634.565833079567
929,OREGON,1,87202.3172607422,1769.09881625323
930,OREGON,1,28381.8731689453,750.560867240002
931,OREGON,1,2141.50390625,174.36421237038
932,OREGON,1,18694.8559570313,781.130225602629
933,OREGON,1,690163.170410156,4610.86460208495
934,OREGON,1,83177.9895019531,1464.03756171789
935,OREGON,1,17004.2073974609,529.614025061784
936,OREGON,1,691291.393554688,3851.1295150941
937,OREGON,1,362303.538452148,2867.21764105477
938,OREGON,1,598658.668334961,4084.02525358123
939,OREGON,1,32114.216796875,754.297489826025
940,OREGON,1,100730.256347656,1918.43984174579
941,OREGON,1,157332.544311523,1859.91162577044
942,OREGON,1,308842.973876953,2703.23744517238
943,OREGON,1,296195.478149414,2582.86221147925
944,OREGON,1,319352.426025391,2880.63129621331
945,OREGON,1,92534.9215087891,1643.78113279764
946,OREGON,1,118505.758422852,1700.14724033665
947,OREGON,2,3321.10327148438,304.974018190067
948,OREGON,2,41055.419921875,760.55075829808
949,OREGON,2,34918.0687561035,762.381478504336
950,OREGON,1,3380132.18859863,15171.8826572449
951,OREGON,1,5013.52429199219,399.852679289504
952,OREGON,1,2174.76477050781,193.662403657595
953,OREGON,1,956.323974609375,117.35593880249
954,OREGON,1,12346.8646240234,584.249488401458
955,OREGON,1,53150.6218261719,1131.40388688217
956,OREGON,1,25954.6717529297,671.228717456225
957,OREGON,1,2345074.38220215,8888.21494591511
958,OREGON,1,64440.5474853516,1075.81921362219
959,OREGON,1,116028.697265625,1861.55136081485
960,OREGON,1,39776.2023925781,971.462131771698
961,OREGON,1,14395.4835205078,503.246842800119
962,OREGON,1,738236.758666992,5078.6176314822
963,OREGON,1,3571266.75048828,8750.9006212945
964,OREGON,1,51594.4743652344,1066.03196909136
965,OREGON,1,40401.9461669922,839.296883773602
966,OREGON,1,37299.9178466797,1139.29967577479
967,OREGON,1,40793257.4368896,54968.42257917
968,OREGON,1,59608.47265625,1198.25212540994
969,OREGON,1,31071.0460205078,733.489861144814
970,OREGON,1,83888.7941894531,1214.26017914983
971,OREGON,1,13054.3455810547,556.64547858974
972,OREGON,1,4076.16882324219,246.649386739375
973,OREGON,1,45970.1986083984,1428.76401187347
974,OREGON,1,323182.494140625,2546.90982590397
975,OREGON,1,1864640.75793457,6919.67144358672
976,OREGON,1,54246.8005371094,948.782244296754
977,OREGON,1,30263.9422607422,751.624497735219
978,OREGON,1,372520.09375,3502.62849519697
979,OREGON,1,12446.1271972656,445.344403068846
980,OREGON,1,2040.93823242188,174.951231806127
981,OREGON,1,3516843.36950684,8603.88865793102
982,OREGON,1,87651.3503417969,1349.85423954411
983,OREGON,1,20962.0821533203,647.07881349156
984,OREGON,1,5208.71606445313,282.168275864545
985,OREGON,1,2635.11291503906,190.985839458638
986,OREGON,1,2559.4482421875,188.629107426693
987,OREGON,1,13745.2490234375,594.325089763842
988,OREGON,1,76440.0593261719,1204.21637118568
989,OREGON,1,58853.4202880859,1077.55248957593
990,OREGON,1,5713.49060058594,293.933481779935
991,OREGON,1,198670.231567383,1805.27774963014
992,OREGON,1,1278091.61450195,5510.60563558944
993,OREGON,1,78761.3050537109,1117.04432534393
994,OREGON,1,399493.362548828,3868.19765154455
995,OREGON,1,19122.6798095703,612.392708847671
996,OREGON,2,6279.09770202637,449.086315680426
997,OREGON,2,11620.6442260742,606.764664681843
998,OREGON,2,226260.800750732,3708.36096463159
